CaseID,CustomerID,CreatedDate,CaseCategory,CaseStatus
613,103,2025-04-07,Network Acceptance,Open
614,730,2025-02-06,Invoice Query,Resolved
615,158,2026-05-26,Pricing Query,Resolved
616,358,2025-10-31,Portal Login,Resolved
617,69,2026-01-14,Credit Limit,Resolved
618,244,2025-02-13,Pricing Query,Open
619,371,2026-05-21,Complaint,Resolved
620,271,2026-04-01,Credit Limit,Open
621,452,2026-03-10,Pricing Query,Resolved
622,39,2026-03-14,Complaint,Resolved
623,606,2025-01-31,Pricing Query,Resolved
624,490,2025-03-25,Invoice Query,Waiting Customer
625,199,2025-09-17,Network Acceptance,Waiting Customer
626,680,2026-03-10,Portal Login,Waiting Customer
627,643,2025-09-20,Pricing Query,Resolved
628,147,2025-01-11,Pricing Query,Resolved
629,354,2025-11-23,Complaint,Resolved
630,89,2026-01-23,Portal Login,Resolved
631,14,2025-03-27,Pricing Query,Waiting Customer
632,402,2025-02-10,Credit Limit,Resolved
633,791,2025-08-30,Network Acceptance,Resolved
634,4,2026-06-14,Network Acceptance,Resolved
635,320,2025-09-09,Portal Login,Resolved
636,742,2025-11-27,Credit Limit,Resolved
637,329,2026-03-24,Network Acceptance,Open
638,366,2026-01-11,Complaint,Resolved
639,196,2025-08-24,Credit Limit,Resolved
640,358,2025-04-27,Card Issue,Resolved
641,78,2025-01-30,Network Acceptance,Resolved
642,311,2026-02-25,Card Issue,Resolved
643,817,2026-06-26,Network Acceptance,Resolved
644,42,2026-02-10,Pricing Query,Waiting Customer
645,842,2025-09-04,Network Acceptance,Resolved
646,223,2026-02-17,Portal Login,Open
647,101,2026-03-22,Pricing Query,Open
648,294,2025-03-25,Invoice Query,Resolved
649,715,2025-06-04,Complaint,Resolved
650,819,2026-04-25,Card Issue,Open
651,162,2025-03-02,Credit Limit,Resolved
652,149,2026-05-01,Pricing Query,Resolved
653,27,2025-05-30,Pricing Query,Resolved
654,682,2025-04-23,Pricing Query,Open
655,572,2025-05-30,Credit Limit,Resolved
656,27,2025-11-27,Network Acceptance,Resolved
657,568,2025-01-29,Network Acceptance,Resolved
658,666,2025-09-03,Card Issue,Resolved
659,121,2025-11-26,Credit Limit,Waiting Customer
660,706,2025-01-10,Card Issue,Waiting Customer
661,155,2025-11-02,Network Acceptance,Resolved
662,500,2026-01-03,Invoice Query,Waiting Customer
663,386,2025-07-01,Credit Limit,Resolved
664,7,2025-01-25,Portal Login,Open
665,342,2026-01-03,Pricing Query,Waiting Customer
666,446,2025-09-27,Invoice Query,Resolved
667,307,2025-12-24,Invoice Query,Waiting Customer
668,814,2026-04-17,Network Acceptance,Waiting Customer
669,155,2025-12-14,Network Acceptance,Resolved
670,321,2025-12-31,Network Acceptance,Resolved
671,403,2025-02-04,Card Issue,Open
672,777,2025-01-06,Invoice Query,Resolved
673,678,2025-12-17,Portal Login,Open
674,143,2025-03-23,Network Acceptance,Resolved
675,94,2025-04-03,Pricing Query,Open
676,23,2025-04-13,Network Acceptance,Resolved
677,391,2026-01-19,Invoice Query,Waiting Customer
678,748,2025-01-21,Invoice Query,Open
679,97,2026-01-16,Pricing Query,Resolved
680,417,2025-05-11,Complaint,Open
681,10,2025-05-26,Network Acceptance,Open
682,278,2025-01-05,Network Acceptance,Open
683,805,2025-11-10,Credit Limit,Resolved
684,505,2025-09-02,Credit Limit,Resolved
685,5,2025-05-19,Network Acceptance,Open
686,480,2025-10-08,Credit Limit,Waiting Customer
687,624,2026-03-11,Invoice Query,Waiting Customer
688,237,2025-05-22,Network Acceptance,Resolved
689,754,2025-02-26,Network Acceptance,Waiting Customer
690,396,2025-12-06,Credit Limit,Resolved
691,684,2025-07-07,Pricing Query,Resolved
692,488,2026-01-27,Complaint,Waiting Customer
693,737,2026-06-04,Invoice Query,Resolved
694,220,2025-02-13,Invoice Query,Resolved
695,374,2025-04-13,Complaint,Open
696,435,2025-01-02,Network Acceptance,Waiting Customer
697,236,2025-09-25,Portal Login,Resolved
698,413,2025-07-09,Credit Limit,Waiting Customer
699,765,2025-07-21,,Resolved
700,326,2025-02-24,Portal Login,Resolved
701,279,2025-08-15,Pricing Query,Resolved
702,216,2025-03-08,Invoice Query,Resolved
703,526,2025-03-27,Pricing Query,Resolved
704,823,2025-03-18,Card Issue,Waiting Customer
705,698,2025-03-12,Portal Login,Resolved
706,451,2026-01-02,Card Issue,Waiting Customer
707,837,2026-01-29,Complaint,Resolved
708,303,2026-02-24,Card Issue,Waiting Customer
709,638,2025-04-04,Card Issue,Resolved
710,223,2025-10-07,Network Acceptance,Resolved
711,266,2025-09-02,Portal Login,Open
712,48,2025-11-17,Card Issue,Resolved
713,551,2026-02-17,Credit Limit,Resolved
714,160,2025-09-22,Complaint,Waiting Customer
715,514,2026-02-04,Credit Limit,Resolved
716,83,2025-07-23,Pricing Query,Resolved
717,176,2025-04-01,Invoice Query,Open
718,234,2026-01-09,Portal Login,Waiting Customer
719,328,2025-04-02,Complaint,Waiting Customer
720,742,2025-02-16,Portal Login,Waiting Customer
721,548,2026-02-02,Invoice Query,Resolved
722,362,2025-09-30,Network Acceptance,Resolved
723,563,2026-02-08,,Open
724,448,2026-06-13,Portal Login,Open
725,463,2025-01-18,Pricing Query,Open
726,627,2026-01-20,Invoice Query,Resolved
727,89,2025-12-08,Pricing Query,Open
728,749,2025-11-21,Pricing Query,Waiting Customer
729,132,2025-11-20,Credit Limit,Resolved
730,18,2025-07-18,Network Acceptance,Resolved
731,557,2025-12-30,Pricing Query,Waiting Customer
732,3,2026-06-01,Complaint,Resolved
733,786,2025-01-06,Credit Limit,Resolved
734,425,2025-02-16,Portal Login,Open
735,448,2025-07-02,,Resolved
736,277,2025-12-22,Complaint,Resolved
737,825,2026-04-14,Portal Login,Resolved
738,262,2026-05-04,Network Acceptance,Open
739,601,2026-06-18,Invoice Query,Open
740,367,2025-10-01,Complaint,Resolved
741,533,2025-06-24,Pricing Query,Resolved
742,169,2025-11-13,Card Issue,Open
743,136,2026-05-27,Network Acceptance,Resolved
744,794,2025-03-11,,Resolved
745,767,2025-12-13,Credit Limit,Resolved
746,756,2025-05-08,Credit Limit,Waiting Customer
747,40,2026-03-09,Portal Login,Resolved
748,620,2025-12-22,Portal Login,Waiting Customer
749,772,2025-09-12,Network Acceptance,Resolved
750,733,2025-05-25,,Resolved
751,223,2025-09-06,Invoice Query,Resolved
752,263,2026-06-30,Complaint,Resolved
753,672,2025-02-03,Complaint,Resolved
754,733,2025-11-20,Complaint,Open
755,710,2025-10-22,Complaint,Resolved
756,321,2025-09-17,Card Issue,Resolved
757,396,2025-11-04,Card Issue,Resolved
758,444,2025-09-16,Network Acceptance,Open
759,785,2025-08-19,Pricing Query,Resolved
760,711,2025-03-28,Pricing Query,Resolved
761,795,2025-02-26,Card Issue,Waiting Customer
762,446,2026-03-12,Portal Login,Open
763,428,2025-09-19,Portal Login,Open
764,119,2025-02-09,Pricing Query,Resolved
765,479,2025-11-17,Credit Limit,Resolved
766,428,2025-07-04,Complaint,Open
767,252,2025-05-25,Network Acceptance,Waiting Customer
768,263,2025-02-19,Network Acceptance,Open
769,776,2025-09-30,Network Acceptance,Resolved
770,569,2025-02-25,Pricing Query,Waiting Customer
771,805,2025-10-05,Card Issue,Resolved
772,142,2026-01-31,Network Acceptance,Open
773,345,2025-11-16,Pricing Query,Open
774,284,2025-10-09,Card Issue,Waiting Customer
775,345,2026-02-04,Pricing Query,Open
776,387,2026-05-22,Network Acceptance,Waiting Customer
777,116,2026-02-21,Invoice Query,Resolved
778,162,2025-10-12,Portal Login,Resolved
779,289,2025-08-17,Complaint,Resolved
780,441,2026-01-18,Network Acceptance,Open
781,488,2025-06-18,Pricing Query,Waiting Customer
782,754,2026-01-31,Pricing Query,Resolved
783,762,2026-06-25,Pricing Query,Resolved
784,286,2026-01-05,Network Acceptance,Resolved
785,449,2025-05-22,Portal Login,Resolved
786,301,2025-10-02,Credit Limit,Resolved
787,377,2025-06-21,Pricing Query,Resolved
788,161,2026-02-15,Portal Login,Open
789,449,2026-01-04,Card Issue,Resolved
790,315,2026-02-12,Portal Login,Waiting Customer
791,290,2026-05-15,Network Acceptance,Resolved
792,663,2026-05-15,Card Issue,Resolved
793,392,2025-04-04,Network Acceptance,Waiting Customer
794,152,2025-11-05,Credit Limit,Resolved
795,130,2026-03-08,Complaint,Resolved
796,692,2025-02-16,Card Issue,Resolved
797,499,2026-03-05,Complaint,Open
798,531,2025-05-17,Network Acceptance,Waiting Customer
799,434,2026-04-01,Card Issue,Resolved
800,618,2026-06-03,,Resolved
801,796,2025-10-17,Complaint,Waiting Customer
802,642,2026-05-01,Card Issue,Resolved
803,761,2025-01-02,Card Issue,Resolved
804,297,2025-06-17,Invoice Query,Resolved
805,24,2025-07-07,Portal Login,Waiting Customer
806,109,2025-02-11,Card Issue,Resolved
807,489,2025-05-05,Invoice Query,Resolved
808,460,2025-04-26,Pricing Query,Open
809,403,2025-01-07,Pricing Query,Open
810,314,2025-05-26,Credit Limit,Open
811,164,2025-08-09,Pricing Query,Resolved
812,621,2025-09-27,Invoice Query,Waiting Customer
813,777,2025-01-13,Invoice Query,Resolved
814,139,2026-03-29,Pricing Query,Waiting Customer
815,49,2025-01-09,Portal Login,Resolved
816,578,2025-01-06,Complaint,Resolved
817,617,2025-03-16,Card Issue,Waiting Customer
818,383,2025-06-11,Network Acceptance,Resolved
819,111,2026-04-20,Complaint,Waiting Customer
820,522,2026-02-11,Complaint,Resolved
821,788,2026-04-23,Card Issue,Resolved
822,649,2025-04-22,Network Acceptance,Resolved
823,475,2025-05-13,Pricing Query,Resolved
824,697,2025-08-10,Credit Limit,Resolved
825,401,2026-04-11,Pricing Query,Open
826,723,2025-02-07,Card Issue,Resolved
827,186,2025-10-07,Portal Login,Resolved
828,329,2025-04-07,Credit Limit,Open
829,14,2026-01-16,Portal Login,Resolved
830,584,2026-05-16,Credit Limit,Waiting Customer
831,368,2026-04-07,Credit Limit,Resolved
832,601,2026-04-08,Credit Limit,Open
833,103,2025-01-26,Pricing Query,Open
834,297,2026-05-14,Credit Limit,Waiting Customer
835,106,2025-09-04,Pricing Query,Open
836,692,2025-12-24,Portal Login,Open
837,506,2025-03-02,Invoice Query,Resolved
838,239,2026-05-15,Card Issue,Open
839,605,2025-01-07,Pricing Query,Waiting Customer
840,105,2025-05-12,Card Issue,Resolved
841,220,2026-06-22,Card Issue,Resolved
842,637,2025-08-17,Pricing Query,Waiting Customer
843,204,2025-05-22,Network Acceptance,Waiting Customer
844,102,2026-05-09,Portal Login,Waiting Customer
845,227,2026-04-14,Credit Limit,Resolved
846,443,2025-06-29,Network Acceptance,Resolved
847,595,2026-03-28,Invoice Query,Waiting Customer
848,690,2026-06-09,Card Issue,Resolved
849,737,2025-07-11,Portal Login,Open
850,823,2026-01-31,Network Acceptance,Resolved
851,53,2025-04-18,Invoice Query,Resolved
852,810,2025-08-08,Portal Login,Resolved
853,650,2026-04-02,Complaint,Resolved
854,284,2026-04-16,Network Acceptance,Resolved
855,322,2025-01-14,Network Acceptance,Resolved
856,221,2025-08-27,Network Acceptance,Waiting Customer
857,714,2025-11-27,Portal Login,Resolved
858,774,2026-01-14,Invoice Query,Open
859,446,2025-02-25,Network Acceptance,Open
860,249,2026-01-22,Complaint,Resolved
861,62,2025-12-01,Portal Login,Resolved
862,635,2026-05-21,Pricing Query,Waiting Customer
863,559,2025-07-06,Network Acceptance,Resolved
864,22,2026-01-05,Network Acceptance,Waiting Customer
865,452,2026-04-17,Card Issue,Resolved
866,536,2026-04-24,Pricing Query,Open
867,447,2025-06-23,Credit Limit,Resolved
868,240,2025-11-29,,Open
869,761,2026-03-31,Portal Login,Resolved
870,779,2025-05-12,Invoice Query,Waiting Customer
871,23,2025-10-28,Card Issue,Resolved
872,774,2026-05-20,Complaint,Resolved
873,528,2026-02-06,Complaint,Open
874,135,2025-07-22,Pricing Query,Resolved
875,633,2025-05-03,Network Acceptance,Open
876,333,2025-01-29,Credit Limit,Resolved
877,750,2026-03-23,Portal Login,Resolved
878,830,2025-12-14,Portal Login,Resolved
879,93,2025-07-11,Network Acceptance,Resolved
880,334,2025-06-16,Pricing Query,Resolved
881,368,2025-04-28,Pricing Query,Resolved
882,251,2025-08-31,Network Acceptance,Waiting Customer
883,795,2025-06-10,Complaint,Resolved
884,667,2025-03-03,Portal Login,Resolved
885,184,2025-01-30,Network Acceptance,Resolved
886,760,2025-07-03,Pricing Query,Waiting Customer
887,522,2026-04-07,Network Acceptance,Resolved
888,580,2025-03-10,Invoice Query,Waiting Customer
889,606,2025-09-28,Network Acceptance,Resolved
890,583,2025-04-03,Portal Login,Resolved
891,280,2026-01-09,Credit Limit,Resolved
892,731,2026-06-15,Pricing Query,Resolved
893,420,2025-01-20,Pricing Query,Open
894,258,2026-02-18,Portal Login,Resolved
895,45,2026-05-02,Portal Login,Open
896,431,2025-06-23,Network Acceptance,Resolved
897,508,2025-05-21,Pricing Query,Waiting Customer
898,141,2026-06-27,Card Issue,Resolved
899,220,2025-10-22,Card Issue,Open
900,836,2025-04-12,Credit Limit,Open
901,24,2025-07-03,Card Issue,Resolved
902,833,2026-03-26,Credit Limit,Resolved
903,524,2025-09-10,Portal Login,Resolved
904,636,2026-06-10,Pricing Query,Resolved
905,260,2025-12-21,Network Acceptance,Open
906,629,2025-09-04,Invoice Query,Resolved
907,497,2025-07-07,Credit Limit,Resolved
908,440,2025-05-09,Network Acceptance,Resolved
909,268,2025-10-01,Pricing Query,Resolved
910,768,2026-05-18,Credit Limit,Resolved
911,765,2025-01-29,Credit Limit,Resolved
912,34,2025-10-24,Pricing Query,Waiting Customer
913,345,2025-08-01,Network Acceptance,Resolved
914,841,2025-02-08,Invoice Query,Waiting Customer
915,102,2026-05-01,,Waiting Customer
916,38,2025-12-10,Pricing Query,Waiting Customer
917,616,2026-01-19,Pricing Query,Resolved
918,308,2026-03-29,Network Acceptance,Resolved
919,582,2025-10-11,Credit Limit,Resolved
920,131,2026-01-14,Portal Login,Resolved
921,185,2025-03-09,Pricing Query,Waiting Customer
922,411,2025-05-16,Pricing Query,Resolved
923,810,2025-07-26,Complaint,Waiting Customer
924,19,2025-07-09,Credit Limit,Waiting Customer
925,379,2025-11-19,Invoice Query,Resolved
926,128,2025-01-17,Portal Login,Resolved
927,630,2026-04-26,Card Issue,Open
928,832,2025-09-05,Network Acceptance,Resolved
929,482,2025-10-03,Complaint,Open
930,834,2026-05-05,Complaint,Resolved
931,52,2025-11-21,Portal Login,Resolved
932,132,2026-06-02,Credit Limit,Resolved
933,314,2025-11-18,Complaint,Waiting Customer
934,669,2026-03-09,Network Acceptance,Waiting Customer
935,59,2026-01-21,Pricing Query,Open
936,180,2025-02-13,Card Issue,Resolved
937,552,2025-12-23,Complaint,Open
938,38,2025-02-17,Credit Limit,Waiting Customer
939,752,2025-09-19,Complaint,Resolved
940,752,2025-04-03,Card Issue,Resolved
941,78,2026-04-10,Pricing Query,Resolved
942,398,2025-01-28,Credit Limit,Resolved
943,134,2025-05-19,Pricing Query,Resolved
944,562,2025-02-26,Invoice Query,Resolved
945,235,2026-05-11,Network Acceptance,Resolved
946,703,2026-06-20,Invoice Query,Resolved
947,732,2025-12-02,Credit Limit,Resolved
948,796,2025-05-27,Pricing Query,Open
949,283,2026-02-01,Portal Login,Open
950,442,2025-11-22,Credit Limit,Waiting Customer
951,621,2025-11-05,Invoice Query,Open
952,698,2025-10-13,Credit Limit,Resolved
953,817,2026-02-02,Card Issue,Resolved
954,308,2025-06-20,Pricing Query,Open
955,330,2026-05-15,Complaint,Waiting Customer
956,569,2025-03-17,,Resolved
957,618,2026-06-28,Invoice Query,Resolved
958,628,2025-12-09,Card Issue,Waiting Customer
959,492,2025-09-12,Complaint,Open
960,115,2025-06-25,Portal Login,Open
961,16,2026-06-03,Network Acceptance,Open
962,730,2025-11-26,Network Acceptance,Waiting Customer
963,279,2025-03-01,Card Issue,Waiting Customer
964,633,2025-10-09,Card Issue,Waiting Customer
965,445,2025-03-08,Complaint,Open
966,204,2025-06-04,Complaint,Resolved
967,604,2026-06-11,Invoice Query,Waiting Customer
968,802,2025-04-03,Portal Login,Resolved
969,827,2025-04-04,Credit Limit,Resolved
970,394,2026-06-06,Complaint,Waiting Customer
971,683,2026-04-06,Pricing Query,Resolved
972,687,2025-03-31,Credit Limit,Resolved
973,345,2025-06-01,Portal Login,Resolved
974,124,2025-12-11,Credit Limit,Resolved
975,272,2026-02-26,Portal Login,Resolved
976,575,2025-03-14,Credit Limit,Resolved
977,23,2026-01-20,Invoice Query,Resolved
978,563,2025-04-14,Pricing Query,Waiting Customer
979,585,2026-01-17,Pricing Query,Waiting Customer
980,789,2026-01-26,Complaint,Waiting Customer
981,548,2025-03-22,Credit Limit,Waiting Customer
982,612,2025-11-01,Complaint,Resolved
983,421,2026-05-21,Pricing Query,Resolved
984,149,2026-01-31,Pricing Query,Resolved
985,216,2026-02-16,Invoice Query,Resolved
986,104,2025-10-13,Credit Limit,Open
987,386,2025-04-24,Credit Limit,Resolved
988,151,2026-01-21,Credit Limit,Open
989,191,2026-01-24,Network Acceptance,Open
990,711,2025-06-05,Credit Limit,Open
991,9,2025-05-26,Card Issue,Open
992,342,2025-12-06,Pricing Query,Resolved
993,222,2025-07-15,Card Issue,Resolved
994,133,2025-05-09,Credit Limit,Resolved
995,81,2025-02-17,Portal Login,Waiting Customer
996,807,2025-04-18,Invoice Query,Open
997,721,2025-04-27,Credit Limit,Waiting Customer
998,512,2026-01-06,Pricing Query,Resolved
999,156,2025-12-26,Credit Limit,Resolved
1000,620,2026-06-13,Credit Limit,Resolved
1001,367,2026-03-06,Pricing Query,Resolved
1002,704,2025-07-13,Invoice Query,Waiting Customer
1003,776,2026-01-21,Pricing Query,Resolved
1004,712,2025-03-03,Portal Login,Waiting Customer
1005,824,2025-11-24,Invoice Query,Open
1006,333,2026-06-03,,Waiting Customer
1007,739,2026-01-15,Credit Limit,Resolved
1008,801,2025-04-16,Credit Limit,Resolved
1009,666,2025-06-09,Network Acceptance,Open
1010,500,2026-06-30,Pricing Query,Resolved
1011,68,2025-06-09,Complaint,Waiting Customer
1012,801,2025-05-04,Network Acceptance,Resolved
1013,849,2025-08-01,Network Acceptance,Resolved
1014,8,2025-03-05,Portal Login,Open
1015,542,2026-03-13,Portal Login,Resolved
1016,139,2025-12-10,Portal Login,Waiting Customer
1017,282,2025-02-11,Pricing Query,Resolved
1018,286,2025-05-12,Credit Limit,Resolved
1019,416,2025-04-22,Card Issue,Open
1020,547,2025-09-11,Card Issue,Waiting Customer
1021,420,2026-01-10,Card Issue,Resolved
1022,330,2025-01-02,Invoice Query,Resolved
1023,659,2026-03-08,Complaint,Resolved
1024,338,2026-01-02,Pricing Query,Waiting Customer
1025,258,2026-06-05,Credit Limit,Resolved
1026,472,2025-06-08,Credit Limit,Resolved
1027,667,2025-12-10,,Waiting Customer
1028,297,2025-07-22,Network Acceptance,Open
1029,392,2026-05-05,Pricing Query,Open
1030,692,2025-06-30,Network Acceptance,Resolved
1031,409,2025-05-07,Card Issue,Open
1032,708,2026-02-01,Card Issue,Resolved
1033,790,2025-06-28,Pricing Query,Resolved
1034,651,2025-12-01,Credit Limit,Open
1035,43,2026-06-01,Pricing Query,Waiting Customer
1036,572,2025-11-05,Invoice Query,Resolved
1037,778,2025-07-08,Invoice Query,Open
1038,485,2025-07-18,Invoice Query,Open
1039,8,2025-06-01,Portal Login,Resolved
1040,305,2026-05-14,Card Issue,Open
1041,261,2025-01-12,Complaint,Resolved
1042,767,2025-10-20,Pricing Query,Open
1043,408,2025-06-23,Network Acceptance,Resolved
1044,339,2025-05-05,Credit Limit,Resolved
1045,269,2025-08-19,Complaint,Resolved
1046,735,2025-01-17,,Resolved
1047,395,2025-05-07,Portal Login,Resolved
1048,621,2025-04-27,Network Acceptance,Waiting Customer
1049,480,2025-01-27,Portal Login,Resolved
1050,745,2025-09-03,Complaint,Open
1051,536,2026-04-07,Card Issue,Resolved
1052,533,2026-05-09,Complaint,Resolved
1053,214,2025-05-04,Card Issue,Resolved
1054,617,2026-05-18,Card Issue,Open
1055,427,2025-03-25,Portal Login,Open
1056,797,2025-06-15,Network Acceptance,Waiting Customer
1057,450,2026-02-16,Card Issue,Waiting Customer
1058,562,2026-01-03,Complaint,Resolved
1059,251,2025-11-26,Complaint,Waiting Customer
1060,13,2025-08-01,Pricing Query,Waiting Customer
1061,810,2025-03-22,Credit Limit,Resolved
1062,831,2025-04-30,Pricing Query,Resolved
1063,355,2026-02-17,Card Issue,Open
1064,34,2026-01-04,Network Acceptance,Open
1065,268,2025-11-27,Card Issue,Resolved
1066,409,2026-03-18,Card Issue,Open
1067,447,2026-06-24,Pricing Query,Resolved
1068,478,2025-02-22,Pricing Query,Resolved
1069,606,2025-01-08,Invoice Query,Waiting Customer
1070,596,2025-05-10,Credit Limit,Open
1071,137,2025-04-11,Pricing Query,Resolved
1072,806,2025-09-28,Card Issue,Resolved
1073,412,2025-09-28,Card Issue,Resolved
1074,757,2026-01-28,Portal Login,Open
1075,150,2026-06-26,Card Issue,Waiting Customer
1076,812,2026-06-08,Card Issue,Waiting Customer
1077,751,2025-06-07,Portal Login,Resolved
1078,352,2025-07-23,Invoice Query,Open
1079,147,2025-01-15,Invoice Query,Waiting Customer
1080,337,2026-02-06,Invoice Query,Waiting Customer
1081,371,2026-03-10,Network Acceptance,Open
1082,500,2025-06-17,Invoice Query,Resolved
1083,415,2026-01-06,Complaint,Resolved
1084,336,2025-08-09,Card Issue,Waiting Customer
1085,608,2025-07-28,Invoice Query,Resolved
1086,373,2026-03-24,Network Acceptance,Resolved
1087,589,2025-09-25,Network Acceptance,Open
1088,650,2025-05-06,Credit Limit,Resolved
1089,614,2026-05-27,Complaint,Resolved
1090,111,2025-10-22,,Open
1091,619,2025-01-05,Portal Login,Resolved
1092,376,2025-02-14,Card Issue,Resolved
1093,703,2025-10-22,Credit Limit,Resolved
1094,406,2025-07-24,Card Issue,Resolved
1095,506,2026-02-24,Invoice Query,Resolved
1096,163,2025-07-01,Pricing Query,Waiting Customer
1097,326,2026-01-23,Card Issue,Resolved
1098,279,2025-11-11,Pricing Query,Resolved
1099,170,2025-08-20,Network Acceptance,Resolved
1100,190,2025-09-25,Invoice Query,Waiting Customer
1101,544,2025-01-12,Card Issue,Waiting Customer
1102,298,2026-03-23,Portal Login,Open
1103,30,2026-05-19,Card Issue,Resolved
1104,605,2025-03-05,Complaint,Resolved
1105,304,2025-11-07,Portal Login,Waiting Customer
1106,93,2025-05-25,Pricing Query,Resolved
1107,480,2026-05-13,Network Acceptance,Resolved
1108,182,2025-08-19,Pricing Query,Resolved
1109,121,2026-01-27,,Resolved
1110,693,2025-07-13,Complaint,Open
1111,189,2025-09-03,Pricing Query,Resolved
1112,110,2025-06-26,Pricing Query,Open
1113,222,2025-10-08,,Open
1114,730,2025-09-27,Complaint,Resolved
1115,380,2025-08-08,Card Issue,Waiting Customer
1116,472,2025-09-17,Invoice Query,Resolved
1117,469,2025-12-13,Pricing Query,Resolved
1118,692,2025-11-02,Network Acceptance,Waiting Customer
1119,754,2026-02-03,Card Issue,Open
1120,441,2025-04-20,Invoice Query,Waiting Customer
1121,791,2025-06-11,Credit Limit,Resolved
1122,591,2025-06-21,Complaint,Resolved
1123,273,2026-03-27,Network Acceptance,Resolved
1124,302,2026-05-17,Complaint,Resolved
1125,662,2025-10-19,Card Issue,Open
1126,89,2025-11-03,Invoice Query,Resolved
1127,107,2026-06-04,Credit Limit,Resolved
1128,584,2026-05-19,Portal Login,Resolved
1129,79,2026-02-11,Invoice Query,Waiting Customer
1130,629,2025-11-24,Complaint,Resolved
1131,243,2025-02-07,Complaint,Open
1132,832,2026-05-06,Card Issue,Waiting Customer
1133,476,2026-03-19,Portal Login,Open
1134,649,2025-08-09,Credit Limit,Waiting Customer
1135,819,2026-01-16,Invoice Query,Waiting Customer
1136,496,2025-04-07,Network Acceptance,Resolved
1137,674,2025-03-03,Portal Login,Resolved
1138,17,2026-04-29,Credit Limit,Waiting Customer
1139,644,2025-07-29,Complaint,Resolved
1140,358,2026-04-07,Card Issue,Open
1141,527,2025-09-22,Complaint,Resolved
1142,546,2025-10-19,Pricing Query,Open
1143,153,2025-03-06,Portal Login,Resolved
1144,501,2025-03-14,Credit Limit,Open
1145,176,2025-08-16,Network Acceptance,Open
1146,629,2025-12-24,Pricing Query,Resolved
1147,195,2026-04-09,Credit Limit,Resolved
1148,715,2026-04-10,Complaint,Resolved
1149,44,2025-05-11,Complaint,Resolved
1150,380,2026-05-12,Credit Limit,Waiting Customer
1151,832,2025-05-20,Credit Limit,Resolved
1152,97,2025-07-08,,Resolved
1153,606,2026-01-01,Credit Limit,Waiting Customer
1154,52,2026-06-28,Card Issue,Resolved
1155,149,2026-03-01,Credit Limit,Resolved
1156,200,2026-04-07,Complaint,Waiting Customer
1157,506,2025-11-21,Invoice Query,Resolved
1158,405,2026-05-01,Card Issue,Resolved
1159,562,2025-05-06,Portal Login,Waiting Customer
1160,799,2025-07-24,Portal Login,Open
1161,584,2025-01-15,Portal Login,Resolved
1162,588,2025-02-15,Complaint,Open
1163,374,2025-08-24,Complaint,Resolved
1164,436,2026-04-26,Invoice Query,Waiting Customer
1165,450,2026-02-24,Pricing Query,Open
1166,594,2026-04-14,Credit Limit,Resolved
1167,797,2025-11-07,Card Issue,Waiting Customer
1168,29,2025-06-26,Credit Limit,Resolved
1169,637,2025-09-24,Network Acceptance,Resolved
1170,436,2026-03-05,Card Issue,Resolved
1171,678,2025-04-05,Invoice Query,Resolved
1172,562,2025-02-16,Pricing Query,Resolved
1173,108,2026-05-14,Credit Limit,Open
1174,254,2025-04-27,Pricing Query,Resolved
1175,60,2025-10-26,Invoice Query,Resolved
1176,401,2026-05-15,Credit Limit,Resolved
1177,644,2025-02-28,Card Issue,Resolved
1178,132,2025-11-29,Credit Limit,Open
1179,455,2026-02-28,Pricing Query,Open
1180,629,2026-04-01,Credit Limit,Resolved
1181,769,2025-10-04,Card Issue,Resolved
1182,746,2025-04-25,Network Acceptance,Resolved
1183,326,2025-11-09,Portal Login,Resolved
1184,733,2025-08-03,Card Issue,Resolved
1185,634,2025-04-04,Pricing Query,Open
1186,733,2026-03-22,,Waiting Customer
1187,8,2025-04-23,Invoice Query,Waiting Customer
1188,264,2025-08-14,Portal Login,Resolved
1189,25,2025-03-20,Portal Login,Resolved
1190,385,2025-03-26,Card Issue,Waiting Customer
1191,593,2025-06-30,Complaint,Waiting Customer
1192,710,2025-11-05,Card Issue,Resolved
1193,449,2025-04-22,Credit Limit,Resolved
1194,410,2025-12-19,Network Acceptance,Waiting Customer
1195,763,2025-04-13,Pricing Query,Resolved
1196,569,2025-04-13,Network Acceptance,Resolved
1197,800,2025-08-05,Portal Login,Resolved
1198,609,2025-09-07,Portal Login,Open
1199,299,2025-01-20,Portal Login,Resolved
1200,448,2025-10-01,Invoice Query,Resolved
1201,508,2026-05-19,Complaint,Resolved
1202,615,2026-01-11,Complaint,Resolved
1203,200,2025-09-19,Network Acceptance,Resolved
1204,530,2025-02-27,Credit Limit,Resolved
1205,335,2025-04-19,Portal Login,Open
1206,175,2025-06-21,Credit Limit,Resolved
1207,15,2025-01-28,Invoice Query,Waiting Customer
1208,309,2026-01-01,Invoice Query,Waiting Customer
1209,482,2025-09-26,Portal Login,Waiting Customer
1210,551,2025-07-30,Portal Login,Resolved
1211,638,2026-04-19,Invoice Query,Waiting Customer
1212,409,2025-11-05,Credit Limit,Resolved
1213,16,2025-07-02,Complaint,Open
1214,634,2025-09-25,Complaint,Waiting Customer
1215,446,2026-04-22,Invoice Query,Waiting Customer
1216,438,2026-03-22,Card Issue,Open
1217,110,2025-09-12,Complaint,Resolved
